eet;temp;consumption_vol;hour_eet;work_day;week_day
2021-01-01 00:00:00;2.78;78.75;0;0;4
2021-01-01 01:00:00;2.22;79.0;1;0;4
2021-01-01 02:00:00;2.22;80.0;2;0;4
2021-01-01 03:00:00;1.67;81.5;3;0;4
2021-01-01 04:00:00;1.67;99.25;4;0;4
2021-01-01 05:00:00;1.11;97.0;5;0;4
2021-01-01 06:00:00;1.11;83.75;6;0;4
2021-01-01 07:00:00;1.67;84.0;7;0;4
2021-01-01 08:00:00;2.22;82.25;8;0;4
2021-01-01 09:00:00;2.78;82.75;9;0;4
2021-01-01 10:00:00;4.44;82.75;10;0;4
2021-01-01 11:00:00;6.11;82.75;11;0;4
2021-01-01 12:00:00;7.78;82.0;12;0;4
2021-01-01 13:00:00;7.78;87.0;13;0;4
2021-01-01 14:00:00;7.78;83.75;14;0;4
2021-01-01 15:00:00;7.78;89.0;15;0;4
2021-01-01 16:00:00;6.67;87.75;16;0;4
2021-01-01 17:00:00;5.56;89.25;17;0;4
2021-01-01 18:00:00;4.44;87.0;18;0;4
2021-01-01 19:00:00;3.89;83.25;19;0;4
2021-01-01 20:00:00;2.78;85.0;20;0;4
2021-01-01 21:00:00;2.22;82.25;21;0;4
2021-01-01 22:00:00;1.11;83.75;22;0;4
2021-01-01 23:00:00;0.56;87.5;23;0;4
2021-01-02 00:00:00;-0.56;82.75;0;0;5
2021-01-02 01:00:00;0.56;85.75;1;0;5
2021-01-02 02:00:00;1.67;84.0;2;0;5
2021-01-02 03:00:00;2.78;86.5;3;0;5
2021-01-02 04:00:00;2.78;86.5;4;0;5
2021-01-02 05:00:00;2.78;82.75;5;0;5
2021-01-02 06:00:00;2.78;83.5;6;0;5
2021-01-02 07:00:00;3.33;82.5;7;0;5
2021-01-02 08:00:00;3.89;83.25;8;0;5
2021-01-02 09:00:00;3.89;81.75;9;0;5
2021-01-02 10:00:00;5.56;84.75;10;0;5
2021-01-02 11:00:00;7.22;82.5;11;0;5
2021-01-02 12:00:00;8.89;85.5;12;0;5
2021-01-02 13:00:00;8.89;82.0;13;0;5
2021-01-02 14:00:00;8.33;81.75;14;0;5
2021-01-02 15:00:00;8.33;83.25;15;0;5
2021-01-02 16:00:00;6.67;81.75;16;0;5
2021-01-02 17:00:00;5.0;84.0;17;0;5
2021-01-02 18:00:00;3.33;83.25;18;0;5
2021-01-02 19:00:00;2.78;85.5;19;0;5
2021-01-02 20:00:00;2.22;83.5;20;0;5
2021-01-02 21:00:00;1.67;83.5;21;0;5
2021-01-02 22:00:00;1.67;82.75;22;0;5
2021-01-02 23:00:00;1.11;85.75;23;0;5
2021-01-03 00:00:00;1.11;83.5;0;0;6
2021-01-03 01:00:00;1.11;82.75;1;0;6
2021-01-03 02:00:00;0.56;81.25;2;0;6
2021-01-03 03:00:00;0.56;82.25;3;0;6
2021-01-03 04:00:00;0.56;82.5;4;0;6
2021-01-03 05:00:00;0.56;80.5;5;0;6
2021-01-03 06:00:00;0.56;80.5;6;0;6
2021-01-03 07:00:00;1.11;80.0;7;0;6
2021-01-03 08:00:00;1.67;78.5;8;0;6
2021-01-03 09:00:00;2.78;78.25;9;0;6
2021-01-03 10:00:00;3.89;78.75;10;0;6
2021-01-03 11:00:00;5.0;77.75;11;0;6
2021-01-03 12:00:00;6.67;77.0;12;0;6
2021-01-03 13:00:00;6.67;76.25;13;0;6
2021-01-03 14:00:00;6.67;77.5;14;0;6
2021-01-03 15:00:00;6.67;75.75;15;0;6
2021-01-03 16:00:00;6.11;76.75;16;0;6
